206,36.43,72,93.06
207,81.42,96,54.19
208,22.87,23,51.59
209,96.64,74,50.87
210,7.58,28,96.25
211,21.71,33,49.27
212,28.11,18,33.91
213,59.86,90,9.97
214,69.3,47,97.57
215,67.91,91,27.3
216,49.36,66,62.67
217,37.82,53,50.08
218,81.95,8,30.6
219,68.89,53,27.34
220,21.33,53,62.09
221,53.89,32,60.15
222,43.34,10,44.26
223,67.71,21,81.31
224,23.42,97,18.13
225,75.22,63,4.89
226,59.31,5,68.68
227,98.98,82,6.88
228,75.66,61,37.88
229,8.27,85,19.97
230,15.42,33,59.11
231,18.89,69,2.67
232,14.19,79,52.58
233,82.72,2,63.25
234,10.07,89,52.04
235,30.75,91,79.12
236,17.66,21,77.37
237,92.9,90,56.51
238,29.45,44,2.79
239,50.87,94,16.64
240,22.83,46,70.06
241,40.2,90,54.24
242,47.57,41,18.46
243,62.24,21,49.36
244,47.08,74,69.24
245,76.19,88,45.9
246,45.52,17,71.1
247,14.0,98,11.78
248,11.62,90,59.14
249,68.71,82,65.56
250,17.88,5,22.06
251,62.96,59,41.72
252,71.72,5,7.28
253,68.53,27,22.67
254,61.66,21,94.69
255,30.34,67,35.98
256,68.27,76,54.49
257,81.29,47,7.77
258,8.1,85,22.42
259,85.26,42,74.34
260,88.47,30,47.53
261,27.93,32,99.43
262,16.73,33,56.18
263,72.37,84,65.58
264,99.92,6,23.29
265,41.78,90,71.86
266,54.64,9,49.51
267,97.53,31,48.62
268,91.18,84,34.82
269,59.68,56,27.33
270,22.11,73,97.0
271,63.09,46,93.63
272,2.32,77,50.6
273,15.93,82,99.81
274,81.67,48,88.3
275,7.2,78,95.77
276,64.62,54,67.26
277,34.82,20,36.88
278,96.99,31,21.1
279,72.86,64,6.4
280,75.66,11,72.7
281,6.71,56,87.97
282,49.52,40,65.95
283,56.55,94,97.91
284,96.24,54,54.95
285,39.41,75,7.54
286,40.9,15,89.11
287,87.84,77,39.26
288,71.51,61,78.61
289,41.7,8,10.92
290,97.72,29,94.44
291,50.05,19,94.81
292,84.16,41,62.92
293,64.88,36,18.55
294,2.05,33,71.47
295,86.68,77,10.72
296,76.56,14,84.03
297,48.29,14,79.19
298,80.85,48,59.7
299,7.26,72,17.93
300,17.02,7,37.31
301,47.65,89,10.97
302,21.24,68,64.64
303,69.63,44,82.35
304,80.69,100,26.79
305,45.81,75,45.89
306,29.62,29,15.56
307,50.64,28,68.99
308,56.95,27,8.46
309,85.08,97,80.43
310,97.31,54,48.53
311,64.23,81,28.77
312,76.31,36,33.43
313,66.75,57,7.47
314,50.3,15,54.83
315,6.26,63,4.08
316,96.43,32,42.82
317,82.75,53,40.18
318,33.19,38,88.2
319,98.15,64,54.86
320,70.88,29,17.99
321,11.17,5,81.11
322,47.63,62,87.26
323,13.22,6,37.57
324,54.67,93,10.08
325,1.17,61,62.48
326,5.4,97,94.59
327,54.27,96,34.76
328,30.73,76,58.83
329,53.06,59,73.24
330,24.31,83,32.54
331,2.8,11,42.28
332,45.5,16,13.75
333,66.88,72,37.36
334,69.56,89,33.88
335,88.28,48,46.4
336,36.97,58,36.67
337,90.45,34,62.25
338,9.49,27,79.1
339,99.57,72,3.45
340,47.46,11,8.57
341,37.52,71,99.82
342,26.13,51,12.07
343,31.42,88,17.08
344,69.6,31,54.36
345,11.31,93,55.06
346,97.11,33,55.32
347,4.21,80,48.45
348,19.86,49,32.21
349,39.2,88,1.52
350,33.84,12,27.19
351,92.86,88,29.8
352,82.23,2,46.81
353,52.02,19,35.89
354,41.5,67,17.06
355,65.74,31,73.94
356,3.5,10,88.95
357,57.16,46,25.18
358,95.08,99,4.51
359,5.25,94,65.74
360,50.43,74,76.04
361,2.19,80,62.24
362,12.3,57,22.03
363,10.3,93,2.22
364,29.84,94,5.13
365,70.3,78,33.53
366,70.77,86,51.98
367,84.05,21,11.11
368,44.84,74,49.89
369,24.37,89,51.02
370,25.16,28,80.98
371,35.58,67,6.66
372,35.59,63,23.79
373,45.97,99,14.27
374,65.87,84,20.24
375,15.93,48,76.41
376,35.95,94,41.78
377,51.42,51,92.87
378,6.17,60,54.79
379,10.65,62,96.09
380,2.15,42,87.52
381,38.79,6,96.25
382,38.51,22,60.77
383,79.23,83,27.19
384,55.55,88,90.29
385,62.97,93,63.49
386,40.76,2,42.12
387,73.87,81,13.65
388,89.17,22,51.79
389,27.75,34,35.92
390,73.3,93,50.99
391,56.43,95,33.15
392,59.59,37,95.02
393,47.52,96,46.57
394,15.7,26,65.29
395,99.78,62,87.08
396,43.03,39,38.26
397,32.77,65,3.88
398,58.89,72,78.14
399,24.77,61,78.32
400,87.86,49,23.74
401,95.76,28,69.2
402,17.46,67,13.57
403,86.83,91,50.78
404,36.91,75,20.18
405,25.67,29,13.82
406,16.48,100,71.86
407,72.16,60,31.97
408,66.43,57,59.65
409,25.97,60,20.89
410,74.87,17,99.75
411,18.24,4,7.46
412,84.66,5,2.25
413,76.89,9,19.34
414,50.03,72,98.28
415,27.66,56,13.46
416,2.8,44,32.48
417,56.23,24,83.0
418,88.68,32,37.08
419,19.04,54,10.46
420,28.37,29,83.67
421,79.31,37,18.76
422,16.95,57,20.76
423,42.12,65,57.3
424,94.97,95,24.46
425,55.39,80,3.83
426,4.82,15,2.94
427,10.57,65,66.07
428,28.62,38,89.9
429,36.6,60,75.69
430,34.9,66,8.7
431,83.61,63,96.02
432,51.05,67,77.04
433,3.31,70,71.26
434,89.13,22,3.76
435,60.9,27,95.57
436,93.39,17,22.15
437,17.92,14,94.8
438,57.74,70,78.87
439,62.17,42,82.26
440,21.15,25,4.64
441,37.71,81,46.96
442,29.03,42,1.66
443,5.68,23,27.52
444,33.2,2,67.22
445,1.41,97,76.86
446,74.55,59,3.17
447,59.7,13,56.45
448,93.9,79,27.44
449,86.87,96,81.72
450,26.6,78,41.88
451,65.87,58,44.37
452,62.02,9,3.6
453,46.61,58,27.98
454,92.42,9,58.54
455,3.25,43,53.02
456,37.7,14,69.05
457,21.17,94,6.7
458,4.83,8,38.19
459,17.49,9,93.71
460,41.71,17,88.98
461,22.04,99,96.1
462,76.66,100,19.66
463,36.88,32,6.23
464,32.8,41,56.63
465,6.29,19,43.4
466,23.75,61,10.9
467,33.74,86,27.34
468,58.1,43,3.92
469,34.82,60,8.61
470,65.36,78,44.59
471,96.18,35,54.39
472,50.2,78,22.13
473,86.1,10,65.57
474,47.38,3,61.17
475,16.24,24,96.46
476,79.84,76,68.78
477,31.62,93,86.31
478,6.35,35,10.63
479,58.57,50,5.61
480,56.64,85,35.41
481,17.9,80,61.03
482,65.38,64,23.85
483,22.89,39,63.44
484,74.75,44,40.35
485,99.86,17,29.94
486,12.53,40,44.22
487,29.45,58,46.57
488,18.17,20,49.59
489,54.98,81,50.58
490,72.15,33,23.48
491,67.61,67,93.41
492,3.78,10,29.22
493,24.28,62,30.65
494,91.33,86,39.62
495,44.03,66,10.1
496,64.9,43,45.33
497,96.85,34,81.48
498,5.34,47,90.65
499,18.69,42,49.18
500,68.81,60,70.03
501,12.09,98,6.76
502,41.39,65,12.73
503,87.6,43,71.45
504,81.34,7,91.8
505,86.26,83,89.1
506,37.09,81,10.23
507,63.09,58,81.53
508,24.96,93,61.03
509,79.42,6,21.35
510,53.17,72,52.65
511,27.25,85,69.04
512,2.34,31,35.1
513,57.58,58,49.87
514,20.4,40,72.45
515,58.69,51,58.81
516,22.36,63,49.73
517,26.51,47,12.36
518,33.9,80,13.61
519,70.53,43,25.44
520,69.73,37,88.54
521,45.81,89,31.52
522,80.06,94,81.61
523,65.69,14,29.39
524,49.83,87,49.0
525,30.53,62,47.92
526,33.17,14,57.19
527,39.48,90,7.4
528,84.35,88,45.87
529,55.06,53,77.9
530,85.19,26,2.29
531,4.77,69,14.64
532,16.01,83,47.52
533,2.24,59,26.44
534,38.34,90,95.22
535,81.9,71,1.93
536,93.05,26,29.51
537,1.46,44,80.75
538,82.76,67,27.87
539,93.39,57,63.09
540,51.62,7,83.4
541,84.02,64,24.19
542,92.64,71,7.64
543,69.99,98,58.97
544,24.9,38,93.84
545,81.67,26,96.91
546,15.03,21,52.62
547,71.36,1,79.96
548,54.98,60,75.01
549,13.89,79,34.94
550,63.5,65,49.81
551,19.5,5,32.34
552,85.96,58,29.17
553,23.26,3,65.71
554,54.18,78,67.5
555,2.25,58,61.13
556,66.67,70,65.16
557,35.39,61,97.78
558,65.03,94,56.53
559,97.16,39,74.41
560,53.92,32,29.74
561,12.13,73,24.73
562,59.8,54,52.51
563,62.98,51,36.72
564,65.78,21,47.83
565,70.9,86,15.8
566,45.34,97,98.37
567,21.19,7,47.43
568,82.34,88,31.71
569,20.47,46,17.75
570,66.45,64,10.51
571,22.08,13,82.28
572,88.97,6,86.27
573,96.46,68,56.97
574,4.02,70,37.7
575,74.09,67,32.92
576,63.66,85,66.56
577,56.87,50,23.99
578,52.41,27,91.3
579,9.54,8,74.54
580,65.93,21,55.62
581,67.55,80,90.05
582,54.33,89,49.71
583,80.18,58,97.08
584,36.73,48,73.46
585,24.94,83,35.79
586,63.62,15,95.19
587,25.9,32,53.23
588,89.94,100,81.65
589,1.8,1,4.32
590,5.17,37,98.53
591,15.63,79,71.14
592,87.37,74,66.23
593,90.56,45,93.24
594,92.09,16,76.12
595,49.61,21,1.85
596,8.35,43,63.91
597,44.96,61,30.21
598,48.29,55,66.47
599,93.18,5,40.52
600,20.33,64,32.11
601,72.03,48,77.04
602,46.17,94,14.14
603,41.92,93,39.22
604,46.4,90,84.24
605,26.01,100,1.32
606,27.12,5,4.91
607,53.84,2,80.69
608,88.79,17,28.14
609,63.47,52,31.99
610,17.83,61,14.17
611,85.06,41,65.98
612,48.28,21,52.51
613,14.91,58,99.67
614,59.49,83,57.6
615,47.97,58,55.62
616,6.25,77,33.77
617,88.22,16,55.47
618,65.65,97,34.71
619,24.96,97,49.99
620,14.31,32,87.1
621,26.6,81,75.24
622,65.64,50,18.24
623,29.58,22,94.7
624,62.19,94,54.03
625,41.99,60,1.88
626,33.0,56,77.23
627,23.4,59,93.27
628,54.01,58,13.92
629,22.01,1,78.81
630,48.03,25,91.03
631,34.7,20,36.43
632,42.13,12,39.37
633,21.3,20,85.72
634,30.23,73,86.88
635,4.15,86,89.38
636,21.91,42,8.08
637,43.98,35,62.54
638,18.61,28,64.45
639,83.32,45,21.81
640,52.82,46,24.47
641,40.01,14,6.04
642,25.35,59,98.87
643,28.5,39,67.46
644,8.61,49,4.57
645,28.99,57,39.88
646,74.72,8,74.03
647,43.08,82,95.16
648,28.96,7,2.98
649,60.28,61,81.29
650,14.97,97,95.07
651,68.91,100,30.93
652,74.71,100,55.07
653,97.01,33,46.46
654,71.3,2,35.89
655,58.59,19,98.43
656,88.37,16,32.79
657,59.67,13,12.22
658,86.33,18,36.28
659,39.96,29,70.92
660,54.75,45,97.36
661,92.91,33,46.73
662,76.74,64,20.71
663,35.25,98,41.5
664,2.3,92,98.1
665,67.58,32,17.76
666,67.6,8,21.35
667,60.0,67,31.51
668,62.82,23,58.77
669,81.32,40,17.22
670,80.22,66,62.5
671,19.18,19,1.08
672,19.93,43,66.48
673,42.33,30,95.82
674,95.93,74,24.79
675,5.97,71,81.41
676,50.93,40,58.02
677,53.66,88,2.01
678,72.89,39,74.89
679,1.69,52,53.13
680,3.91,22,30.17
681,7.98,24,25.7
682,33.33,86,18.06
683,29.95,53,36.35
684,34.07,28,70.04
685,80.87,84,4.17
686,44.99,26,19.05
687,30.81,62,29.23
688,62.53,2,8.33
689,22.05,26,11.46
690,94.73,96,97.76
691,65.9,95,68.49
692,24.25,69,36.23
693,10.17,83,16.44
694,48.99,31,72.79
695,82.11,31,19.65
696,22.89,23,36.06
697,86.8,68,80.87
698,42.77,63,78.83
699,38.27,86,15.15
700,95.87,54,23.44
701,77.61,44,47.81
702,81.01,52,48.04
703,79.28,37,70.63
704,56.0,24,23.85
705,86.89,62,60.24
706,13.29,74,68.02
707,46.02,21,46.51
708,8.45,57,23.21
709,60.99,85,92.23
710,17.4,96,27.99
711,52.95,28,97.85
712,2.09,83,42.58
713,53.09,84,90.86
714,69.69,50,29.21
715,10.9,20,62.57
716,1.33,60,31.37
717,87.79,88,23.5
718,68.28,84,38.81
719,49.52,67,78.12
720,81.28,2,10.86
721,13.67,13,3.95
722,4.43,29,7.31
723,18.09,76,52.47
724,18.46,17,39.11
725,10.64,71,63.29
726,95.84,42,86.38
727,5.74,51,44.36
728,63.15,30,64.03
729,35.08,93,77.68
730,99.63,16,69.14
731,28.86,71,90.91
732,84.02,42,67.6
733,66.41,71,69.54
734,49.0,21,66.86
735,96.14,96,30.3
736,75.7,56,72.98
737,77.79,87,72.52
738,20.29,55,86.68
739,26.06,1,43.47
740,94.1,25,30.21
741,18.74,22,43.87
742,86.3,14,33.13
743,74.8,95,26.41
744,17.55,94,52.87
745,50.71,11,58.05
746,91.72,66,67.57
747,34.94,14,22.69
748,39.28,9,87.57
749,21.26,50,16.87
750,71.8,45,63.76
751,20.35,94,99.74
752,61.86,52,19.97
753,66.8,62,72.57
754,44.25,53,70.37
755,58.25,13,12.23
756,85.64,58,97.03
757,89.1,91,8.88
758,72.96,90,19.56
759,49.26,16,24.61
760,25.28,98,73.66
761,5.21,34,55.6
762,52.87,25,53.95
763,32.28,56,6.8
764,4.61,32,90.59
765,11.18,2,81.11
766,90.73,18,61.73
767,34.54,53,95.2
768,22.04,24,29.94
769,67.56,1,56.44
770,19.57,8,93.17
771,15.19,99,12.2
772,5.48,30,48.28
773,50.04,1,60.64
774,1.29,91,93.14
775,77.17,85,80.0
776,17.87,30,17.94
777,27.28,86,93.78
778,43.5,55,95.11
779,88.5,91,96.23
780,86.7,13,17.02
781,40.46,2,39.54
782,36.1,26,84.15
783,43.42,64,76.27
784,21.26,80,55.68
785,92.33,76,54.1
786,18.47,19,97.81
787,21.03,65,22.33
788,98.32,89,47.94
789,55.94,86,43.8
790,82.07,26,14.68
791,36.29,97,29.25
792,19.8,37,15.26
793,76.83,99,10.01
794,13.7,87,43.21
795,91.73,5,90.92
796,15.05,2,31.83
797,62.25,27,26.83
798,22.8,80,56.18
799,3.03,45,25.11
800,20.05,80,24.84
801,4.99,4,84.38
802,63.57,46,6.06
803,62.29,50,54.38
804,43.25,12,11.56
805,1.3,67,44.96
806,27.87,97,38.01
807,31.74,91,98.73
808,66.96,60,48.26
809,77.49,84,45.63
810,99.77,85,76.26
811,72.22,14,39.64
812,22.62,31,93.87
813,17.33,50,38.47
814,33.4,98,64.96
815,1.95,65,36.6
816,71.17,85,28.78
817,98.13,99,49.57
818,78.81,25,10.66
819,14.15,40,18.95
820,24.85,80,62.8
821,10.05,64,57.16
822,85.21,25,46.65
823,85.94,1,5.38
824,22.34,79,21.98
825,30.17,74,65.75
826,79.5,58,19.15
827,64.62,31,83.93
828,42.19,17,21.36
829,62.06,79,30.98
830,1.92,18,73.03
831,13.08,13,62.7
832,70.4,68,34.4
833,79.23,1,74.13
834,65.38,48,89.92
835,63.28,65,87.97
836,45.81,100,79.83
837,12.13,29,68.97
838,94.98,34,43.2
839,90.23,10,97.04
840,37.06,84,40.64
841,36.23,76,97.4
842,31.93,48,54.2
843,64.37,76,51.67
844,25.76,3,94.74
845,39.09,33,5.46
846,29.0,74,43.16
847,59.84,91,78.37
848,4.18,25,13.66
849,89.64,86,88.1
850,82.26,65,56.99
851,33.03,36,19.18
852,66.76,19,81.87
853,54.94,74,39.65
854,14.01,91,2.92
855,71.44,43,76.8
856,19.82,46,35.32
857,40.58,41,73.53
858,64.63,93,69.47
859,25.25,15,44.27
860,42.96,5,2.33
861,13.63,32,2.73
862,68.57,71,52.06
863,51.17,56,81.14
864,44.19,27,98.76
865,45.52,82,37.66
866,94.82,64,91.3
867,24.15,63,96.87
868,34.45,82,93.73
869,93.4,58,40.11
870,3.81,40,25.63
871,3.51,53,23.92
872,63.99,100,5.8
873,81.65,23,69.71
874,43.66,38,14.24
875,92.05,42,73.13
876,47.14,95,34.55
877,14.46,34,6.72
878,71.28,85,28.68
879,83.39,76,65.52
880,33.72,65,31.98
881,90.56,57,97.31
882,22.97,23,51.22
883,83.68,47,68.35
884,21.94,40,81.56
885,18.96,27,42.72
886,49.33,11,96.21
887,39.67,61,36.22
888,67.15,90,79.46
889,61.54,36,52.49
890,99.53,7,1.32
891,80.68,23,96.22
892,22.54,21,47.13
893,30.45,69,40.73
894,19.27,83,50.9
895,99.05,38,44.62
896,28.21,47,41.79
897,11.85,78,84.71
898,31.48,10,59.77
899,60.52,47,27.03
900,71.08,7,35.92
901,43.33,83,25.39
902,9.64,89,49.5
903,24.33,2,18.39
904,12.85,54,18.54
905,95.77,7,69.31
906,40.17,84,35.97
907,65.92,89,26.19
908,88.81,35,53.43
909,56.88,6,80.65
910,69.55,46,48.76
911,86.67,94,8.33
912,82.54,46,84.95
913,94.39,27,29.97
914,74.33,25,33.88
915,52.68,17,97.32
916,97.85,83,60.19
917,94.81,67,72.01
918,34.29,45,24.86
919,35.8,26,46.22
920,89.86,81,79.47
921,6.91,22,59.08
922,28.73,45,22.77
923,80.47,86,34.32
924,45.71,60,38.34
925,2.98,60,31.36
926,25.84,5,24.03
927,93.58,13,92.22
928,34.63,82,94.86
929,70.36,93,5.56
930,96.86,75,86.39
931,60.87,85,20.59
932,75.42,89,38.22
933,82.92,70,19.78
934,22.11,88,29.25
935,26.44,56,93.7
936,6.56,51,10.92
937,60.06,28,15.96
938,63.0,29,77.36
939,59.53,43,70.43
940,41.38,28,75.33
941,31.69,78,43.7
942,82.44,11,84.95
943,79.26,43,22.04
944,41.47,6,73.72
945,84.23,77,88.26
946,86.83,98,91.68
947,33.6,81,88.53
948,71.98,85,99.73
949,86.2,65,63.74
950,70.4,44,99.97
951,14.13,56,94.82
952,54.23,66,59.32
953,95.72,31,67.58
954,39.29,69,83.62
955,82.55,44,17.56
956,20.38,64,84.2
957,89.98,91,55.74
958,88.15,13,97.35
959,80.09,5,4.28
960,71.21,79,85.56
961,86.38,86,66.78
962,89.92,75,13.58
963,35.71,45,2.87
964,52.4,77,56.33
965,37.87,98,3.41
966,15.34,64,72.57
967,37.19,71,34.33
968,15.7,54,72.04
969,79.71,40,68.85
970,4.47,29,86.14
971,10.84,69,13.6
972,92.59,76,97.86
973,35.37,13,93.58
974,29.7,70,71.72
975,7.38,14,51.35
976,52.56,11,78.17
977,10.3,22,52.26
978,53.45,39,3.65
979,82.92,94,71.12
980,90.73,8,50.42
981,70.34,91,56.53
982,37.19,26,25.13
983,43.22,42,37.9
984,5.87,48,61.24
985,26.2,27,58.9
986,10.02,55,21.54
987,2.4,71,52.17
988,84.33,77,11.54
989,81.86,36,14.2
990,4.4,10,74.94
991,82.83,73,63.71
992,8.76,57,97.97
993,74.4,57,66.32
994,61.98,1,10.51
995,10.4,19,78.22
996,7.12,44,48.17
997,76.66,58,38.66
998,37.64,32,65.89
999,56.36,46,81.51
1000,21.81,82,46.81
1001,4.69,51,10.58
1002,30.61,60,28.77
1003,33.8,56,29.07
1004,69.32,24,47.59
1005,42.54,91,15.45
1006,29.17,59,45.25
1007,55.36,90,11.01
1008,47.83,24,75.83
1009,86.87,55,10.87
1010,34.31,64,81.93
1011,34.18,78,96.16
1012,88.96,67,52.23
1013,6.76,98,50.16
1014,24.34,42,71.53
1015,85.82,46,79.15
1016,99.02,40,51.07
1017,42.65,64,56.78
1018,43.42,12,50.97
1019,94.97,58,76.76
1020,71.65,95,88.8
1021,80.02,54,1.02
1022,18.93,54,53.89
1023,19.06,89,68.94
1024,67.65,89,52.54
1025,97.13,57,19.52
1026,65.19,69,25.3
1027,94.94,45,17.02
1028,32.19,54,3.26
1029,90.46,15,65.8
1030,3.42,51,61.29
1031,96.37,98,79.54
1032,12.5,5,13.98
1033,53.77,35,27.65
1034,50.06,35,51.39
1035,89.44,1,85.26
1036,26.35,15,32.66
1037,16.0,68,82.4
1038,36.4,12,86.78
1039,10.42,83,79.61
1040,93.01,43,10.13
1041,70.62,74,62.27
1042,38.22,89,46.93
1043,91.48,73,60.48
1044,56.75,45,47.53
1045,79.1,93,30.75
1046,8.23,1,10.11
1047,13.17,85,34.83
1048,97.88,60,86.31
1049,48.33,88,71.74
1050,50.71,26,25.64
1051,11.2,7,57.65
1052,46.98,90,65.08
1053,96.0,64,77.92
1054,73.09,92,54.62
1055,3.87,58,25.54
1056,22.16,79,84.47
1057,57.66,46,16.76
1058,37.76,44,3.47
1059,68.33,52,80.52
1060,66.21,52,82.69
1061,47.69,38,57.04
1062,27.84,74,26.17
1063,98.92,12,33.02
1064,8.69,48,64.71
1065,8.82,16,7.18
1066,2.92,68,61.68
1067,13.31,28,59.27
1068,33.1,3,75.23
1069,41.12,59,68.23
1070,49.47,84,10.8
1071,87.63,43,9.4
1072,21.32,66,73.5
1073,79.45,35,6.52
1074,44.97,17,30.37
1075,96.7,61,6.99
1076,78.24,12,42.24
1077,17.61,46,78.34
1078,98.53,98,94.81
1079,82.85,100,58.43
1080,64.61,42,59.12
1081,75.29,74,90.8
1082,9.04,45,24.99
1083,15.54,56,60.97
1084,4.26,81,45.76
1085,43.54,36,17.97
1086,41.61,5,95.69
1087,4.43,79,51.24
1088,98.17,79,10.61
1089,8.21,72,78.47
1090,74.0,68,69.2
1091,3.68,35,24.27
1092,33.59,91,60.39
1093,69.48,68,64.76
1094,69.66,31,64.49
1095,33.62,9,5.58
1096,37.73,4,45.11
1097,30.25,44,87.64
1098,6.18,42,42.17
1099,60.98,36,95.11
1100,49.16,28,35.3
1101,20.62,33,54.06
1102,16.31,75,97.07
1103,80.86,26,17.04
1104,52.01,4,43.85
1105,92.31,47,44.02
1106,13.37,37,67.6
1107,64.03,61,54.6
1108,94.33,92,87.7
1109,18.61,54,62.89
1110,83.42,77,56.4
1111,63.03,25,26.04
1112,74.61,59,70.88
1113,65.38,21,36.6
1114,15.23,39,8.37
1115,35.46,34,18.63
1116,30.42,43,62.86
1117,52.03,39,21.3
1118,5.47,4,91.06
1119,19.96,24,47.74
1120,74.87,94,48.79
1121,15.58,15,56.33
1122,54.8,90,36.04
1123,73.86,85,42.07
1124,91.92,99,89.82
1125,55.78,72,81.75
1126,14.59,4,84.69
1127,70.45,37,17.45
1128,67.95,15,95.91
1129,18.19,30,78.81
1130,70.29,67,4.61
1131,54.29,68,49.65
1132,55.98,41,84.53
1133,44.49,78,47.09
1134,7.27,86,56.98
1135,4.43,15,40.31
1136,48.1,13,82.17
1137,26.96,11,17.19
1138,52.72,9,71.99
1139,70.31,48,68.24
1140,4.02,50,88.33
1141,31.58,12,87.14
1142,41.89,85,59.96
1143,73.23,10,44.19
1144,16.04,28,99.9
1145,19.2,34,25.13
1146,29.55,27,14.03
1147,23.25,43,23.6
1148,98.09,73,4.24
1149,30.66,79,91.77
1150,49.53,82,32.82
1151,74.97,40,43.97
1152,3.52,3,16.96
1153,79.38,40,8.96
